Source,Target,Weight,Cluster_Source,Cluster_Target
I2L,RIAL,1,Periphery,Sensory core
I2L,RIAR,1,Periphery,Sensory core
I2L,RIBL,1,Periphery,Sensory core
I2L,RIBR,1,Periphery,Sensory core
I2L,RICL,1,Periphery,Sensory core
I2L,RICR,1,Periphery,Sensory core
I2L,RIGL,1,Periphery,Sensory core
I2L,RIGR,1,Periphery,Sensory core
I2L,RIH,2,Periphery,Sensory core
I2L,AVFL,1,Periphery,Hubs
I2L,AVFR,1,Periphery,Hubs
I2L,AVHL,2,Periphery,Periphery
I2L,AVHR,2,Periphery,Periphery
I2L,AVJL,1,Periphery,Periphery
I2L,AVJR,1,Periphery,Periphery
I2L,AVKL,1,Periphery,Hubs
I2L,AVKR,1,Periphery,Hubs
I2L,PVNL,2,Periphery,Hubs
I2L,PVNR,2,Periphery,Hubs
I2L,PVPL,1,Periphery,Hubs
I2L,PVPR,1,Periphery,Hubs
I2L,PVQL,1,Periphery,Hubs
I2L,PVQR,1,Periphery,Hubs
I2L,PVR,2,Periphery,Hubs
I2L,PVT,2,Periphery,Hubs
I2L,RID,2,Periphery,Hubs
I2L,PVCL,3,Periphery,Hubs
I2L,PVCR,3,Periphery,Hubs
I2L,AVAL,2,Periphery,Hubs
I2L,AVAR,2,Periphery,Hubs
I2L,AVBL,2,Periphery,Hubs
I2L,AVBR,2,Periphery,Hubs
I2L,AVDL,3,Periphery,Hubs
I2L,AVDR,3,Periphery,Hubs
I2L,AVEL,1,Periphery,Hubs
I2L,AVER,1,Periphery,Hubs
I2L,LUAL,2,Periphery,Periphery
I2L,LUAR,2,Periphery,Periphery
I2L,SABD,1,Periphery,Sensory core
I2L,SABVL,1,Periphery,Sensory core
I2L,SABVR,1,Periphery,Sensory core
I2L,RIML,1,Periphery,Sensory core
I2L,RIMR,1,Periphery,Sensory core
I2L,SIBDL,1,Periphery,Periphery
I2L,SIBDR,1,Periphery,Periphery
I2L,SIBVL,1,Periphery,Periphery
I2L,SIBVR,1,Periphery,Periphery
I2L,RMDDL,1,Periphery,Sensory core
I2L,RMDDR,1,Periphery,Sensory core
I2L,RMDVL,1,Periphery,Sensory core
I2L,RMDVR,1,Periphery,Sensory core
I2L,RMED,1,Periphery,Hubs
I2L,RMEV,1,Periphery,Hubs
I2L,RMFL,1,Periphery,Sensory core
I2L,RMFR,1,Periphery,Sensory core
I2L,RMHL,1,Periphery,Sensory core
I2L,RMHR,1,Periphery,Sensory core
I2L,SMDDL,1,Periphery,Hubs
I2L,SMDDR,1,Periphery,Hubs
I2L,SMDVL,1,Periphery,Hubs
I2L,SMDVR,1,Periphery,Hubs
I2L,URADL,1,Periphery,Periphery
I2L,URADR,1,Periphery,Periphery
I2L,URAVL,1,Periphery,Periphery
I2L,URAVR,1,Periphery,Periphery
I2L,DA01,2,Periphery,Hubs
I2L,DA02,2,Periphery,Hubs
I2L,DA03,2,Periphery,Hubs
I2L,DA04,2,Periphery,Hubs
I2L,DA05,2,Periphery,Motor core
I2L,DA06,2,Periphery,Motor core
I2L,DA07,2,Periphery,Motor core
I2L,DA08,2,Periphery,Motor core
I2L,DA09,1,Periphery,Motor core
I2L,DB01,1,Periphery,Hubs
I2L,DB02,1,Periphery,Hubs
I2L,DB03,1,Periphery,Motor core
I2L,DB04,1,Periphery,Motor core
I2L,DB05,1,Periphery,Motor core
I2L,DB06,1,Periphery,Motor core
I2L,DB07,1,Periphery,Motor core
I2L,AS01,1,Periphery,Hubs
I2L,AS02,1,Periphery,Hubs
I2L,AS03,1,Periphery,Motor core
I2L,AS04,1,Periphery,Motor core
I2L,AS05,1,Periphery,Motor core
I2L,AS06,1,Periphery,Motor core
I2L,AS07,1,Periphery,Motor core
I2L,AS08,1,Periphery,Motor core
I2L,AS09,1,Periphery,Motor core
I2L,AS10,1,Periphery,Motor core
I2L,AS11,1,Periphery,Motor core
I2L,PDB,2,Periphery,Motor core
I2L,VA01,1,Periphery,Hubs
I2L,VA02,1,Periphery,Hubs
I2L,VA03,1,Periphery,Hubs
I2L,VA04,1,Periphery,Hubs
I2L,VA05,1,Periphery,Motor core
I2L,VA06,1,Periphery,Motor core
I2L,VA07,1,Periphery,Motor core
I2L,VA08,1,Periphery,Motor core
I2L,VA09,1,Periphery,Motor core
I2L,VA10,1,Periphery,Motor core
I2L,VA11,1,Periphery,Motor core
I2L,VA12,1,Periphery,Motor core
I2L,VB01,1,Periphery,Hubs
I2L,VB02,1,Periphery,Hubs
I2L,VB03,1,Periphery,Motor core
I2L,VB04,1,Periphery,Motor core
I2L,VB05,1,Periphery,Motor core
I2L,VB06,1,Periphery,Motor core
I2L,VB07,1,Periphery,Motor core
I2L,VB08,1,Periphery,Motor core
I2L,VB09,1,Periphery,Motor core
I2L,VB10,1,Periphery,Motor core
I2L,VB11,1,Periphery,Motor core
I2L,HSNL,2,Periphery,Hubs
I2L,HSNR,2,Periphery,Hubs
I2L,VC01,1,Periphery,Periphery
I2L,VC02,1,Periphery,Periphery
I2L,VC03,1,Periphery,Periphery
I2L,VC06,1,Periphery,Periphery
I2R,M1,1,Periphery,Sensory core
I2R,ADLL,1,Periphery,Periphery
I2R,ADLR,1,Periphery,Periphery
I2R,ASER,1,Periphery,Periphery
I2R,ASGL,1,Periphery,Sensory core
I2R,ASGR,1,Periphery,Sensory core
I2R,ASJL,1,Periphery,Periphery
I2R,ASJR,1,Periphery,Periphery
I2R,AWAL,1,Periphery,Sensory core
I2R,AWAR,1,Periphery,Sensory core
I2R,ALML,1,Periphery,Sensory core
I2R,ALMR,1,Periphery,Sensory core
I2R,AVM,1,Periphery,Hubs
I2R,BAGL,1,Periphery,Periphery
I2R,BAGR,1,Periphery,Periphery
I2R,URXL,2,Periphery,Sensory core
I2R,URXR,2,Periphery,Sensory core
I2R,SDQL,2,Periphery,Hubs
I2R,SDQR,2,Periphery,Hubs
I2R,URBL,2,Periphery,Sensory core
I2R,URBR,2,Periphery,Sensory core
I2R,DVA,3,Periphery,Hubs
I2R,AIBL,2,Periphery,Sensory core
I2R,AIBR,2,Periphery,Sensory core
I2R,AIYL,3,Periphery,Sensory core
I2R,AIYR,3,Periphery,Sensory core
I2R,AIZL,1,Periphery,Sensory core
I2R,AIZR,1,Periphery,Sensory core
I2R,ADAL,3,Periphery,Periphery
I2R,ADAR,3,Periphery,Periphery
I2R,AIML,1,Periphery,Sensory core
I2R,AIMR,1,Periphery,Sensory core
I2R,AINL,1,Periphery,Periphery
I2R,AINR,1,Periphery,Periphery
I2R,ALA,1,Periphery,Hubs
I2R,CANL,2,Periphery,Motor core
I2R,CANR,2,Periphery,Motor core
I2R,RIAL,1,Periphery,Sensory core
I2R,RIAR,1,Periphery,Sensory core
I2R,RIBL,1,Periphery,Sensory core
I2R,RIBR,1,Periphery,Sensory core
I2R,RICL,1,Periphery,Sensory core
I2R,RICR,1,Periphery,Sensory core
I2R,RIGL,1,Periphery,Sensory core
I2R,RIGR,1,Periphery,Sensory core
I2R,RIH,2,Periphery,Sensory core
I2R,AVFL,1,Periphery,Hubs
I2R,AVFR,1,Periphery,Hubs
I2R,AVHL,2,Periphery,Periphery
I2R,AVHR,2,Periphery,Periphery
I2R,AVJL,1,Periphery,Periphery
I2R,AVJR,1,Periphery,Periphery
I2R,AVKL,1,Periphery,Hubs
I2R,AVKR,1,Periphery,Hubs
I2R,PVNL,2,Periphery,Hubs
I2R,PVNR,2,Periphery,Hubs
I2R,PVPL,1,Periphery,Hubs
I2R,PVPR,1,Periphery,Hubs
I2R,PVQL,1,Periphery,Hubs
I2R,PVQR,1,Periphery,Hubs
